0.42884   -1.06801
-0.07349   -1.00043
0.49016   -1.18039
-0.10357   -1.2015
0.63744   -0.75281
2.49885   1.5746
0.00471   -0.29581
-1.30771   1.0917
-0.25527   0.04671
0.91742   -1.15313
-1.09534   -1.0795
-2.04791   0.29757
-1.90815   3.17084
-0.23403   0.5326
-1.50061   -0.7217
0.05205   0.03999
-0.46702   -0.37267
0.07474   -1.16559
-0.93326   -0.8565
-0.49679   -0.78331
-0.2156   0.30678
-0.03609   -1.53961
-1.49229   -0.33377
0.44748   -0.37857
-0.43271   -0.2121
0.1363   -0.01514
1.66486   -0.22645
-1.50659   1.66998
-0.88062   -0.61628
-0.48175   -0.03929
0.95528   -1.2422
-0.41268   0.01464
0.46164   -0.74207
-1.56751   -0.30685
-0.74683   -0.74769
-1.86584   0.87041
-0.91028   -0.6638
-0.93443   3.07362
-1.06768   0.82066
-0.59152   0.58124
0.39963   -0.22514
0.80122   1.0925
-0.38985   -0.33454
-0.61824   -1.89401
-1.50739   0.17205
1.38333   1.4679
0.43947   0.22938
-0.57064   -0.09675
-0.02103   0.55577
-0.13407   -0.95682
-0.35098   -0.80475
-1.10071   0.47711
-1.82327   0.99953
-0.20473   -0.83478
-0.45202   -0.62129
-1.37326   2.17892
-1.75761   2.54792
-1.28713   -1.27125
-1.50623   1.20192
-0.70734   -0.72807
0.80417   -1.29938
-0.38103   -1.21674
1.28827   -0.59823
0.8319   -0.64259
-0.59628   -0.45351
0.17658   -0.35048
-0.57375   -0.60931
0.88191   -0.91725
-0.46702   -0.37267
3.0778   1.58085
-0.80789   -0.41434
0.73147   -0.05585
-0.83597   -1.11396
-0.08904   -0.94392
-0.34319   -0.82205
-1.26287   0.68447
-0.88532   0.05414
1.50914   3.40597
-0.4523   -1.66794
0.05406   -0.41959
1.65839   0.78296
-0.46258   -0.80923
1.23086   -0.3442
1.08311   -0.56631
0.6722   -0.98163
1.89675   0.84394
-1.65518   0.15596
-0.83565   -0.20126
0.50316   -0.64687
-0.76615   0.73258
-0.76003   -0.88511
0.41768   -0.86104
-0.76812   -0.29362
0.02073   -0.56435
-0.05453   -1.10155
0.30612   -1.11634
-0.3497   -0.90976
-0.51323   -0.05596
-0.87663   1.56067
-0.9222   -0.93
-1.38166   1.04691
-0.50548   -0.49767
0.22526   -0.26328
0.79551   1.74055
-1.48186   0.05943
-1.63433   -0.28338
3.63782   3.55767
-1.40363   0.30514
-0.70987   -0.87993
0.06991   -1.31742
1.79674   -0.65658
0.52352   -1.46687
0.419   -0.39663
-1.07886   -0.86842
0.46815   0.39675
0.35972   -0.92756
1.09262   1.44457
0.06254   -2.12998
-0.37511   -0.58443
1.78731   -0.01271
-1.23929   0.5447
0.09692   -1.50696
1.66614   0.83909
-0.60344   -1.01953
-1.07882   -0.40916
1.83751   0.47372
0.84958   -0.47605
-0.51966   -0.35641
-0.83011   0.03981
-0.02995   -1.39204
1.00311   -0.67615
-1.08404   -0.64864
0.54878   1.30061
-1.60337   1.84572
-0.02517   -0.79265
-0.23876   -1.45604
-0.72096   -0.29802
0.12043   -1.28257
0.84738   0.17725
0.79197   -0.41764
1.30305   -0.14221
0.5754   -0.39865
-0.30342   -0.70132
0.32951   -0.49755
0.35786   -1.33389
-0.13036   -1.02165
0.44029   -1.21206
-1.75065   1.80425
1.60534   -0.48455
-0.19966   -1.0659
0.5709   0.32891
2.81117   0.99619
0.3098   -0.32776
-0.4999   0.5737
0.35078   -1.6972
-0.69133   -0.77135
-0.22692   0.11476
0.89234   -1.53497
1.74703   1.40724
0.25828   -0.30593
0.27902   1.31215
0.24209   -1.21771
-0.45039   -1.2721
-0.21279   -0.41091
1.74739   1.89159
-0.5433   -0.78175
-0.03   -0.94449
0.17219   -1.08112
0.25371   -1.36088
1.19396   -0.99523
1.17145   0.86773
-1.07943   -0.80957
0.0058   1.848
0.82589   -1.00061
-0.26661   -0.41147
0.53857   0.82082
-0.2536   -0.20009
0.59614   -0.68646
2.11639   -1.01833
-0.38504   -0.09709
1.40575   0.24491
0.34891   -1.24989
0.82707   -0.79443
-0.53534   -1.07102
1.52898   0.24672
